PerformanceId,JokeId,Pitch,PitchStd,Intensity,IntensityStd,HumanScore,HumanScorePostJokeOnly
10,134,226.53679735086342,34.0114648871183,76.41813913199539,9.523206271238957,1,1
10,9,207.25869598430572,62.116703549083894,77.51439674390846,9.253243160210456,1,1
10,10,202.48028095754245,43.68706985667712,76.5120768137899,6.904218980905516,1,1
10,117,290.2134135346604,5.180599785119587,70.90222001460187,4.346107490233007,0,0
10,11,191.4089562194301,48.169527560630385,77.36733086364248,6.870747730832329,1,1
10,111,195.8230642445629,62.646460506807976,77.17699604382153,10.132403794866375,1,1
10,12,170.37731992085503,42.054318250181836,68.83753136838357,2.509298205274498,-1,-1
10,137,181.65440596278432,51.071224759879165,71.88812039467663,5.215415097150755,0,0
10,13,211.97570005385867,55.4888885529207,79.46910025496013,6.695536420417101,1,1
10,14,199.0394403596138,53.533902980847536,76.28759497738244,8.644839820062048,1,1
10,15,213.61147841495878,54.71869394692537,71.05148356312765,3.838445202569947,0,0
10,16,203.15045997090596,60.38462931243093,72.12414301827181,5.132305393477592,0,0
10,122,235.54700076903615,28.512563154663468,71.38720068418924,4.538639833965241,0,0
10,17,231.46284582571963,28.97520003933845,77.65589183836416,8.168499146940007,1,1
10,18,195.18279583879922,43.66181832763351,75.32356525316426,7.960409176593388,1,1
10,131,187.67080370803825,50.441928698435554,74.61760779564385,6.33999433250973,1,1
10,19,0,0,67.92873734137703,1.6361647712250007,-1,-1
10,20,134.32469952023692,55.120582329107954,72.7238401428999,5.00988669980968,0,0
10,140,0,0,67.60448682295701,1.5627082698898342,0,-1
10,21,194.96206275852657,71.40974212362534,72.80782244217839,6.722959563439112,1,1
10,102,206.70146935872114,14.967306907591883,68.82058894997104,2.9391980282381067,-1,-1
10,22,0,0,69.52982314925045,3.6145671354833953,-1,-1
10,23,160.66775080529823,71.5311636828512,77.01746073685894,8.535279124099931,1,1
10,24,161.01028757681178,59.709531156286936,76.3337180753093,8.565895073455852,1,1
10,25,189.22591953174728,56.12570178955932,72.14780272033688,4.264194172003471,-1,-1
10,104,217.29680210558791,39.92521387413848,76.28394740342395,7.996192035309148,1,1
10,26,190.3268541936933,44.38744965725468,69.77154612686218,2.7089260871540843,-1,-1
10,27,190.4106799660411,48.17684010480887,79.16420704172079,8.58906642829869,1,1
10,108,0,0,67.64794449812597,1.5268539565541461,0,-1
10,28,203.49778377512612,63.28936025233846,80.79376470792981,8.31606053519075,1,1
10,29,169.11667368475025,44.46096733608202,79.90293168088624,6.962131485067711,1,1
11,3,0,0,69.31063751223243,3.5072758460421034,0,0
11,4,103.65640391163738,24.058685913716243,72.74615379037662,5.7320307130882435,1,1
11,115,200.42893859455444,69.80570224641362,81.15091002667228,7.253960634402359,1,1
11,5,167.39098539138618,64.36604045466177,69.62829849806066,2.6069417087148197,0,0
11,6,183.53488677095595,54.03360888699487,76.85461170113263,7.610523261759585,1,1
11,7,226.0886032638746,41.826518621668356,77.77422363651742,7.647749743223256,1,1
11,8,267.08756350419316,10.563153262427091,69.24179711927746,2.22274805187538,-1,-1
11,135,294.15039893543315,3.6812235978629473,68.9049053807801,2.1338632663597514,-1,-1
11,9,239.0215741221683,56.27179231250969,70.22820465189614,3.5170720557620627,0,0
11,10,224.41433240843088,62.73607223654142,75.39211365091684,6.449621440799796,1,1
11,117,0,0,68.02793720080463,1.1472177509908181,1,-1
11,11,225.02724995310507,51.4362714305665,76.5663233995784,8.705143821218199,1,1
11,111,162.31823995968767,31.31727343419139,70.60379959629266,3.250270638291953,-1,-1
11,12,0,0,68.24350391669797,1.91214161250114,0,-1
11,137,221.1890549464446,50.17355515978351,72.88949499230095,6.454349070828697,1,1
11,13,233.60267266497073,30.39887407693699,70.77690004286664,4.036428797163986,0,0
11,14,200.54012659634796,53.314326000339534,70.0649736206169,2.9471297652087114,-1,-1
11,15,175.2080442273063,52.23127257325094,73.11751445506069,6.071264309647924,1,1
11,16,203.84140042687505,35.55429606199043,69.69325832836385,2.8108695915389834,0,0
11,123,0,0,67.70228386019937,1.4766768081515964,-1,-1
11,17,212.19486249433768,56.394052364067164,71.47729404860361,4.022347942075248,1,1
11,18,219.86819172908773,0.6239540193578819,68.25091654820906,1.9257921492655026,-1,-1
11,131,218.22831480326616,37.88552961235012,76.41211841701566,7.708574195581731,1,1
11,19,0,0,67.88716844101201,1.7967110413075758,-1,-1
11,20,252.08229211145084,34.62947920433367,68.76859740259495,2.0575007296448495,-1,-1
11,140,0,0,67.808567799011,1.536542369861852,-1,-1
11,21,219.35260611440563,28.517381196046728,71.26970619242456,5.284770705325802,1,1
11,102,279.1782752356862,3.507791772634908,68.74902058929817,1.7259590618896485,-1,-1
11,22,140.69112282445604,66.53914106554132,72.33449198785132,6.413609702224777,1,1
11,23,225.48859492527305,28.91285697121454,72.3847620734723,5.5590063838770885,1,1
11,29,218.4601396399679,36.18814642909228,75.78723721188453,5.730170871087993,1,1
12,3,228.01130316239,2.068012075251717,71.10158821877523,3.693620489048431,1,-1
12,4,0,0,73.10677028409692,5.532422185355329,1,1
12,115,223.87196320726207,35.47032577232122,74.79754371886051,7.916185172745951,1,1
12,5,0,0,70.80294884737907,3.52535707540895,0,0
12,6,184.54055081110948,60.76810074739038,77.43072502240837,7.489155666409307,1,1
12,7,215.72661139858562,31.01477181476419,69.92862101357552,3.355477388043915,0,0
12,8,192.97701692381258,25.52610268277558,70.4489572397277,4.1966510761760585,0,0
12,9,0,0,67.90272190915864,1.3716196325485888,-1,-1
12,10,229.03592102225392,28.918855343720214,68.61830760201768,1.7261836233824746,-1,-1
12,116,183.80905775425208,21.034727064893197,71.82170139858793,4.888299281393754,1,1
12,11,170.15367482943017,8.342693872729956,69.21303994427095,2.490244906636806,-1,-1
12,12,250.86951125113228,1.2461902507029592,68.20045718152522,1.924439151559091,-1,-1
12,136,141.54199816402615,61.26447708157247,71.67785965370867,4.874470749687589,0,0
12,13,0,0,67.52671270993922,1.9774473580807226,-1,-1
12,14,160.67974729883147,5.203248457516939,68.87415603793582,2.54928733438,-1,-1
12,15,200.56029784980996,52.85508353866998,70.19662037485251,4.467625986116997,0,0
12,16,0,0,67.45402957889318,1.7037444874599872,-1,-1
12,122,254.91182011944596,4.271492297468562,68.34980449686743,1.918346125880666,-1,-1
12,17,0,0,69.14115816855802,2.1577107103382804,-1,-1
12,18,0,0,68.63016898794129,1.6690291690165087,0,-1
12,19,173.3850536475884,53.194237646967,72.63138838102181,4.526794989621484,1,1
12,20,249.3747213849838,4.6939199171192625,68.30906664894327,1.8616452135449753,0,-1
12,139,0,0,68.16553578180431,1.743317983190753,-1,-1
12,21,0,0,68.11011489538494,1.813724155589011,-1,-1
12,101,0,0,67.32617648495297,2.0140112583070477,-1,-1
12,22,249.00191085063696,13.470527678010493,69.9566755323016,2.756575685609989,-1,-1
12,23,0,0,67.74765733696957,1.5788879790391488,-1,-1
12,24,0,0,67.94095415141234,1.4677436056330173,-1,-1
12,25,0,0,69.05952622469368,2.7791920672559187,-1,-1
12,103,78.82706419243353,4.54333217842356,68.22719108447588,1.679363017588377,-1,-1
12,26,0,0,68.11199051133379,1.9052222128393026,-1,-1
12,27,198.07934649882864,55.26170540653578,71.93567990862613,5.766282639781498,1,1
12,108,0,0,67.23317202610318,2.3936671935541574,-1,-1
12,28,201.33855470376585,50.45947519697268,72.46264738309416,5.738746368860197,1,1
12,29,190.3453996090243,47.314914738045466,78.27411985248813,6.655066649255426,1,1
13,3,214.95684804358294,65.4273605859061,77.36586670309008,7.22420319150436,1,-1
13,4,249.66631844753687,7.909731967316724,78.9026942858072,6.58163525923061,1,1
13,115,222.26349676415384,39.62481484148258,70.96560998875411,3.691452850272983,0,0
13,5,132.93298578893902,45.95914925685399,69.01194620877733,1.7962675140495115,-1,-1
13,6,165.68775916903758,34.483618443977576,80.58562069421477,9.428442416904256,1,1
13,7,267.3717651011327,11.721440865702705,78.53439002299237,9.83348138138271,0,0
13,8,228.16594747021995,57.08787865188352,75.09055536783968,6.3739629671630835,0,0
13,135,238.4439874571729,6.779238542081209,71.71073151243705,3.497382669015797,0,0
13,9,212.89104976914197,40.175465925888375,74.90358402597164,5.769148059461097,1,1
13,10,226.14744281160816,59.60780187451652,73.85687832850748,5.115529973606862,1,1
13,117,284.6436954995089,9.084090367285668,69.51275397993741,2.3297912021329807,-1,-1
13,11,160.79650174658104,56.02039756658104,75.42506588190459,5.6253466060385895,1,1
13,111,256.01835288056424,24.203240219275646,75.12446088895877,7.788468657582975,1,1
13,12,199.88200062625847,43.12214830560723,69.83431321663689,2.9943314515815684,-1,-1
13,137,212.6902796951881,5.438344935104304,70.68389059794187,5.324451077643317,1,0
13,13,0,0,67.90292555924617,1.9527569918978,-1,-1
13,14,229.56920126512154,30.75899356688,71.00634248663569,3.9079037656053357,0,0
13,15,274.71814511052986,17.11973481826826,69.46418312717466,1.9741794129600623,-1,-1
13,16,0,0,67.87693257538488,1.7770748268319172,0,-1
13,122,245.31802759838945,21.290023087268747,71.51951139900251,4.1690129079277884,0,0
13,17,215.18983792999867,69.39150166028492,69.61884694154955,2.6703797871863286,-1,-1
13,18,219.5285740249339,48.12756262290726,73.93538318004681,5.646306475533294,1,1
13,131,191.83400793245053,68.3826285251459,78.01117416458334,6.983857134567476,1,1
13,19,223.9954341390402,57.41638641145534,80.6953182787474,6.351946219103676,1,1
13,20,194.64620234703705,41.23291635301876,75.98102064675837,5.7892179414415335,1,1
13,140,175.00723501475,35.026570832173114,72.64221473195012,6.028449583349916,0,0
13,21,189.84242033428313,67.62600966005262,72.68552409618131,4.482933706270469,1,0
13,102,0,0,69.55171255292262,2.157455274735331,-1,-1
13,22,204.47341022837495,65.8150006960927,76.84471857022389,6.8022918164399,1,1
13,23,219.5298724036343,34.305630043412904,73.9879421760737,5.989188671009248,0,0
13,24,220.40788971696503,45.966649540581415,71.09682688149252,3.0201321216306507,-1,-1
13,25,204.5771584400997,40.367249307404066,69.7136412880182,2.790407902420108,-1,-1
13,104,133.16132087661842,51.287465195491,81.6264407255094,8.116095093908488,1,1
13,26,0,0,67.91762232072168,1.5510645964556284,-1,-1
13,27,125.8913393466648,35.75323169613734,76.207468497946,8.82645858265487,1,1
13,28,185.9621283085372,50.95572257970947,76.82350070619718,8.122040034058095,1,1
13,29,177.79675173779853,47.740703761714286,79.72946046460508,8.912259940832056,1,1
14,3,149.6689726955313,59.53668695442856,75.48544503891883,6.270784877923089,1,-1
14,4,232.31571254756878,29.404969109248025,83.70577239716974,8.275424177360092,1,1
14,115,190.20443589031342,44.86182022166025,74.69466822328023,7.864106799381561,1,1
14,5,183.47154832275226,63.06727198998507,74.09645664664113,6.981186609926849,1,1
14,6,238.09924931015584,35.39121251688182,83.29263285558304,9.709755521037573,1,1
14,7,181.63063259778758,29.141526143653508,73.7432209626718,5.768061070059696,0,0
14,8,188.62038578785803,48.01670990110926,73.16248014537503,6.033682362041511,1,1
14,135,214.084713478952,16.575638804541327,71.2909461842188,4.705397717106059,0,0
14,9,200.83083638549823,26.791947043956338,69.8312977405896,3.6212984031957505,0,0
