PerformanceId,JokeId,Pitch,PitchSd,Intensity,IntensitySd,MinSound,MaxSound,HumanScore,HumanScorePostJokeOnly
0,11,0,0,45.50269087228098,2.0213699049754172,-0.016863474826973236,0.017787214655000806,-1,-1
0,27,199.37264663965678,27.45514587316745,58.34852991396245,8.443237051123225,-0.28898937531134383,0.2222471147491805,1,1
0,9,227.41292331198352,50.95898448785937,61.74839544228044,6.8675924061958815,-0.2976980256713653,0.32957503736180643,1,1
0,16,186.1067019321418,20.50166362725869,52.41927452222532,4.3308893993672335,-0.06675199966256018,0.07051220600559259,0,0
0,2,0,0,58.12284792251285,9.471796070413394,-0.3293869674134812,0.4272672849879708,1,1
0,8,142.82126436809008,3.997874573399864,48.147737443733604,2.313741612555342,-0.03012787525654406,0.03040913291465308,-1,-1
0,14,0,0,45.62688743405342,1.937920592451145,-0.016018672258002478,0.01569494417257551,-1,-1
0,1,177.3292560387629,51.134904655056204,49.127166750324676,4.472791164574181,-0.1812410013323691,0.14741055634377492,-1,-1
0,12,169.34582004081852,51.330935032590055,54.61504843736673,3.3120415327463175,-0.04269611289098407,0.052911230793883574,0,0
0,4,0,0,45.87168195264097,1.8776238513367023,-0.015012433671867328,0.015539297039755127,-1,-1
0,5,0,0,45.44354224624833,2.5024928602344207,-0.015835222392841627,0.01999643905424494,-1,-1
0,112,193.9921170631351,25.69986034897331,54.24907745894438,4.695046543724607,-0.07633820917681457,0.07128861282764669,0,0
0,106,167.91170347045087,28.94083848554483,51.52327798025034,4.347761533535975,-0.04428363058859481,0.04565475636379666,0,0
0,137,0,0,45.548832573213986,1.4901887367123139,-0.01943482932344135,0.02113532080087794,-1,-1
0,116,171.5569563552059,32.92315688200633,49.837417444722206,4.436649479788941,-0.06596493949239983,0.06430339968367758,0,0
0,10,0,0,45.92342247544571,1.6964666556472547,-0.016260800867908716,0.023176527293284843,-1,-1
0,13,0,0,48.83155599276758,2.740651799991306,-0.03069400309223254,0.033859243136415564,-1,-1
1,29,230.42848914949343,60.89771173689625,68.16170107112968,9.870894134962548,-0.7396785619924118,0.7485377160489319,1,1
1,15,201.83556205496598,51.425177880725926,68.06298766717144,7.3287017406248305,-0.49775937587761143,0.4758478703512668,1,1
1,22,217.60772346341514,57.97705619546008,56.886379246332105,4.714187771084282,-0.16203560686810448,0.17040034109454136,0,0
1,11,116.92780670652174,9.00720159662018,59.67452379408171,3.4650178327618137,-0.11810286479822854,0.12407114192701761,0,0
1,31,298.8533320872491,1.162079332212569,64.94697259125768,6.607188771233215,-0.3138013345741867,0.348589314321509,1,1
1,27,179.15744173241382,33.174203006340406,78.74259521166803,5.011174856572307,-1.1390112602182652,1.1373847286195287,1,1
1,25,219.26139681436135,49.32607618054119,69.0436630074307,8.414640553527041,-0.85986192449281,0.7608318785650163,1,1
1,9,207.4448681154135,61.391643183014985,67.55542607898843,6.340803783048407,-0.5126017562885073,0.4800389840404363,1,1
1,16,160.54758398625282,55.039905998270285,65.65582898791139,6.321856898123065,-0.4221215697228447,0.40162487310646977,1,1
1,2,194.31013228580434,56.950648152109515,67.0914818534305,6.588203527016998,-1.0253142750607898,0.9332896964128369,1,1
1,8,200.18878574020394,57.58679945165795,65.28773047596712,6.485135757905628,-0.40077322497624673,0.4570589199186947,1,1
1,32,135.75410680338976,18.38246806845125,52.98951561488847,2.6515134820865227,-0.06643135162174597,0.06722935544629388,0,0
1,7,216.45668612130984,46.489247494516384,68.70226403775209,7.602926086355458,-0.9824946520607921,0.9800481363102336,1,1
1,20,181.38226211236466,68.58589499644299,67.40769494135202,7.309652730129121,-0.8323778027514598,0.7881136068761962,1,1
1,14,162.13219300839083,34.747107843044844,61.03371415633973,3.363515913155546,-0.11608335253372243,0.10344614892919743,-1,-1
1,28,135.48721742214926,0.6983112818266606,56.628804899565424,3.2068047655739242,-0.14984068278263932,0.1241550263975025,-1,-1
1,1,196.8362862901513,40.95690414495822,66.63017717631328,4.564403032027367,-0.6032025008431452,0.45836324274417867,1,1
1,26,193.0398559228279,42.35509288949702,66.92327956110184,7.542916337315012,-0.6991672590306802,0.5947133340791004,1,1
1,30,191.92566178687187,56.057922639403856,61.030046108193105,3.3108635821646453,-0.19669509768908736,0.1856405129504302,0,0
1,12,199.39746670798195,11.995700420615323,59.45576160843221,3.8735866060776702,-0.09259753173881921,0.10061197770109782,-1,-1
1,4,223.69425789092574,53.0521459600548,65.94211671521788,6.142611813039126,-0.5249054272984538,0.4332886043609859,1,1
1,5,215.6864393756073,52.126776856230634,64.53200141407588,8.027145707435874,-0.9230539479869075,0.877347337448063,0,0
1,3,223.51725804750748,65.25368370593999,63.188868274174204,5.453192223240179,-0.33142521371414174,0.3585104809924854,0,0
1,101,218.62689066225624,39.78413659403649,70.51228164804084,8.485997257450055,-0.9415912671246698,0.9652623592448957,1,1
1,102,209.26206363317237,32.85354812664035,63.35628647647043,4.070945159270802,-0.1849183353699866,0.21848593603404065,0,0
1,103,173.16619716283554,33.2322946704731,57.10608577507329,2.3440063196331304,-0.08156098831936888,0.07855580555004943,-1,-1
1,104,208.07866285091382,52.47886594448406,66.94144601956185,7.1929221836612545,-0.6584638345411125,0.6680924255457523,1,1
1,105,135.573202706095,0.9708672684992781,63.40992963833885,8.247440917919274,-0.556090793486794,0.4581780075220255,0,0
1,106,190.45605995566498,48.267629122153615,62.36403334950675,3.973420195300802,-0.1955230156506802,0.17203089226349427,0,0
1,107,171.66350604773427,68.49985751189809,67.36119100836109,7.778225957297961,-0.873824285564443,0.7280461444949458,1,1
1,108,234.3636541848074,19.61668512598779,69.56513923655407,7.4047740922863445,-0.6630947086814362,0.7273745651808811,1,1
1,109,93.62678863844772,14.973945426203912,62.46019211055566,8.053033749299805,-0.4381640375800793,0.4613818001109298,0,0
1,110,127.93554481447663,6.878958976037734,55.99629406621237,4.122434384532609,-0.13543287730892725,0.17094090260407496,-1,-1
1,111,149.77346860875008,53.64072275260326,54.679268293455635,2.921996620875538,-0.07877023917258114,0.06929569556604205,-1,-1
1,18,192.92330634862682,37.02285588436575,62.10214969788245,5.774662276757896,-0.2236347582129722,0.23586475658900838,0,0
1,10,155.86013393049615,68.28323204858978,66.42516898732147,5.174299159805207,-0.45499012584565196,0.3817959687548857,0,0
1,13,157.31065428637334,70.77241327838725,56.47245064353163,3.748051583627212,-0.17914093063406553,0.16331804459253704,-1,-1
1,17,138.29039551485496,13.815925424159385,55.96302698823718,3.2198964469348854,-0.12181031192469767,0.09759079594853211,-1,-1
2,39,199.87468450676172,40.83908869783354,65.35840784132301,5.771580966224525,-0.288811609332104,0.3638820920836863,0,0
2,29,235.10065196944961,69.50582174854299,74.0088513559256,8.262226572967611,-1.2699798840778884,1.318662786734367,1,1
2,31,223.0828909126354,52.803581740063976,67.9864250087401,10.343364467784918,-0.8259838756994304,0.8582008490474313,1,1
2,27,199.3849517863421,61.990668102776795,71.94992778721236,5.65228830649043,-1.0401499651460777,1.0411643968462967,0,0
2,34,179.64762339209676,18.612947389468687,64.67052532425977,6.036185755051019,-0.41129442004680683,0.48951474294645836,0,0
2,33,213.1767245614506,54.713098781777184,57.98098330157836,5.979092361356136,-0.27350801100066907,0.27649304651027584,-1,-1
2,37,215.2641883627652,20.783773248064144,65.90800670204669,9.956439218265047,-0.6567676943498103,0.6671200273753028,1,1
2,36,240.74441806419873,48.43915666859488,65.84712386439597,7.403439688935679,-0.45610340908524627,0.5111254365261207,0,0
2,9,206.6486836482026,53.44483262560033,67.18960202967877,11.36054858361341,-1.1235259949024234,1.1388135489367346,1,1
2,16,228.54356640093658,45.698545156358584,67.56675592995454,8.360310878992196,-0.5884577470381328,0.6758502761500739,0,0
2,35,214.3775719040593,64.64268303422045,61.90143748485045,7.4730757748027985,-0.4082321388841303,0.4228259260435636,0,0
2,1,124.90064937541332,40.72980839984873,63.01944445726432,2.960034291175972,-0.3858265825027014,0.28047416822706,0,0
2,30,213.8380746781968,43.24589103926781,70.63361876207522,8.117484515494535,-1.0262766078405572,1.0211322626280888,1,1
2,4,240.5953163238303,48.81568713179142,72.1818668343441,9.605814276095092,-0.9578310730138514,1.0004555319968969,0,0
2,5,206.25719971021397,64.40835027067604,70.91301079105811,6.846933191444784,-0.8396903518340819,0.8997992511813826,1,1
2,101,204.202306040187,45.17888563882391,65.9810415890555,10.2176246224204,-1.004532514534192,1.0063010647392807,1,1
2,103,201.8689837201445,64.64518448081533,66.49705691852473,10.831645863056742,-0.9162065021006754,1.0179993009893127,1,1
2,114,172.14941636856193,50.55977683434934,68.58611420868199,7.4599355037362685,-0.582659334844376,0.6428237893992815,0,0
2,115,196.6499307644366,37.63772972121555,70.33615478608067,7.245754584098352,-0.8851959339693192,0.9068428173000537,1,1
2,108,210.48054346319395,47.237430282894465,71.09220347568724,7.928552103028386,-1.1643250734346844,1.1404838648198636,1,1
2,124,223.06321105154785,18.69608004359995,64.0928452987916,7.2997854857720785,-0.29281600692757925,0.32516979342868163,0,0
3,29,146.3248649406578,2.026062789301433,46.27695152364915,2.301869918992861,-0.041689039505076526,0.05250857575120228,-1,-1
3,15,0,0,44.74643042387113,2.3147019763525165,-0.027206222804770048,0.023729796966165343,-1,-1
3,22,212.1661732657674,27.93417302414601,45.02713541014618,2.2134601444855715,-0.02077017826147002,0.021467207473943987,-1,-1
3,11,0,0,43.53775303341279,1.7910393341532422,-0.012298238209642131,0.011301645248590116,-1,-1
3,31,163.62019650097224,13.978180398647055,46.1178269364535,2.720203846840754,-0.026729859849821614,0.02914407025067814,-1,-1
3,27,173.66355500542218,52.81417457416399,61.00654660509923,7.132438110358856,-0.6728194826431925,0.6550990320704662,0,0
3,34,168.76646172052378,42.22523388446212,51.950931177720854,8.005205033032748,-0.1777430144831464,0.20919208423145993,-1,-1
3,33,105.42341250411567,2.783793088885153,43.44090865592506,1.9787316017289354,-0.01184614145312374,0.014544085870166175,-1,-1
3,37,202.35860564232036,12.618337814610461,46.42597668820842,2.5020200054304587,-0.04779128393138352,0.042245451194618325,-1,-1
3,36,237.10745965571184,2.6863314799026115,45.26675169164617,2.7495258436186973,-0.03630002905167178,0.03365205769278094,-1,-1
3,25,171.977157348217,13.26339605012767,46.30862635477607,4.27440852478445,-0.05967765998327957,0.0559087693205631,-1,-1
3,9,215.28778408975796,45.417397091924414,45.47584326175722,2.336252935251454,-0.019773753947747733,0.021722794575782318,-1,-1
3,16,124.66668173120698,0.2673493645693473,45.002221215778256,1.8251025834239083,-0.02196216136283527,0.02148572975649911,-1,-1
3,2,208.83562647704784,44.292457835860844,59.54786158214678,8.194996592365147,-0.5532316879241833,0.5528037342122439,0,0
3,8,279.54872497131726,16.951334511921495,44.32653180510668,2.411732143793668,-0.018001039601117496,0.01809429795192098,-1,-1
3,32,0,0,44.14993866206671,1.5477014118052848,-0.014193269529623794,0.01211351807454357,-1,-1
3,7,224.58379063008752,7.080405870710803,43.71720636270555,1.8236908987090883,-0.013637111377116864,0.012886586145466165,-1,-1
3,20,189.89656307284164,10.276425563743196,47.11664931861935,4.98206296102673,-0.10417176713770873,0.12531946072771877,-1,-1
3,14,0,0,43.45683500329517,2.316903158527673,-0.010793968450966064,0.011576399893374424,-1,-1
3,35,271.80519336824034,13.704523880349592,46.37715879644296,2.968261029675956,-0.02607848726685122,0.025389717680268417,-1,-1
3,28,259.81001598093934,2.8361203022064028,45.83520332185552,2.187669156539512,-0.04757232544131257,0.049570880206826595,-1,-1
3,1,150.03203801513996,0.12489770440472446,43.8665124005205,4.8121913473636875,-0.30294581515428676,0.3172750628380303,-1,-1
3,30,0,0,45.9390420493467,2.6134783647506983,-0.02995695913147525,0.032626114903403496,-1,-1
